t_start_s,t_end_s,duration_s,n_samples,mode,altitude_mean,voltage_mean,duty_m1_mean,duty_m2_mean,duty_m3_mean,duty_m4_mean,duty_mean,duty_spread_motors,implied_corr_old_mean,implied_corr_old_std,implied_corr_new_mean,implied_corr_new_std,firmware_corr_logged_mean,file,date,time
100.845184,108.372506,7.527321999999998,376,3,0.4867333463848905,3.6156595744680846,0.7270933510638298,0.6659130319148936,0.7600696808510639,0.6838234042553191,0.7092248670212765,0.03682942840412274,1.1112036337136164,0.006555947092056247,0.9320507186929752,0.005494197268416135,1.1108932967049003,stampfly_udp_20260627T020137.jsonl,20260627,020137
113.010038,114.677515,1.6674770000000052,84,3,0.562150627374649,3.5988571428571428,0.7564035714285714,0.6028559523809524,0.8086416666666668,0.6449738095238094,0.70321875,0.08277647737415034,1.0928992033752127,0.006304598201580973,0.9167212295981196,0.0052799104459951346,1.0919001782344513,stampfly_udp_20260627T020137.jsonl,20260627,020137
118.155043,119.757517,1.6024740000000008,81,3,0.48871125446425545,3.585481481481482,0.7432666666666667,0.6691753086419753,0.7765814814814814,0.671920987654321,0.7152361111111112,0.04622435493008182,1.1140804609697692,0.006903973426597492,0.9344690139545814,0.005791322081402572,1.11448823632223,stampfly_udp_20260627T020137.jsonl,20260627,020137
138.432507,141.030015,2.597508000000005,130,3,0.46206947725552777,3.544,0.7456646153846155,0.6736892307692308,0.7898607692307692,0.6897007692307693,0.7247288461538461,0.04613155738895203,1.1161402481086173,0.008224203084715305,0.936193554451793,0.006898362269067928,1.1161419348720825,stampfly_udp_20260627T020137.jsonl,20260627,020137
144.740013,152.962511,8.222498000000002,411,3,0.55162759911985,3.5281946472019463,0.7073963503649634,0.723196593673966,0.7468742092457421,0.747680291970803,0.7312868613138686,0.016940476145448462,1.1224048498360308,0.010725950791110205,0.9414394776378006,0.008991276249080296,1.1227184805697614,stampfly_udp_20260627T020137.jsonl,20260627,020137
159.210038,162.327513,3.117475000000013,156,3,0.4540546545997644,3.5119999999999996,0.7150692307692308,0.7190679487179487,0.7474333333333334,0.741098717948718,0.7306673076923078,0.013854232819316838,1.1147201009184515,0.008227761959753712,0.935003719669418,0.006895326514196373,1.1140134627768021,stampfly_udp_20260627T020137.jsonl,20260627,020137
164.447507,166.272515,1.8250079999999969,92,3,0.5464307970326879,3.5040000000000013,0.7753173913043475,0.6428239130434782,0.8128673913043477,0.6630347826086956,0.7235108695652173,0.07217382787121744,1.0938773298851197,0.008477840683464554,0.9175359345804471,0.007105409792469076,1.0938643202153833,stampfly_udp_20260627T020137.jsonl,20260627,020137
167.957624,169.360011,1.402386999999976,71,3,0.4263760204046545,3.4960000000000004,0.7578957746478874,0.6810056338028169,0.7912521126760563,0.7249309859154931,0.7387711267605633,0.04076888431984364,1.1240332022433313,0.0075410741657137795,0.9428038114215795,0.006324246929526963,1.1240246030622179,stampfly_udp_20260627T020137.jsonl,20260627,020137
170.985018,172.447505,1.46248700000001,74,3,0.455192991607898,3.490594594594594,0.7553405405405405,0.7170716216216216,0.787781081081081,0.72505,0.7463108108108109,0.027875937634703536,1.138904846403341,0.004211889583797248,0.9552666551662174,0.0035300862271008815,1.1396650810253355,stampfly_udp_20260627T020137.jsonl,20260627,020137
174.615013,177.202513,2.5875000000000057,130,3,0.578261001751973,3.488,0.7370207692307692,0.7306853846153847,0.757236923076923,0.7501915384615385,0.7437836538461539,0.010480370978672222,1.13096958542733,0.005470594734574198,0.9486145590585668,0.004585191668070619,1.1309903597280022,stampfly_udp_20260627T020137.jsonl,20260627,020137
44.599672,46.367172,1.7674999999999983,79,3,0.4329152575022058,3.8346329113924047,0.7295569620253164,0.6075974683544304,0.7674696202531643,0.5805455696202532,0.6712924050632911,0.07895702695918194,1.1230362624164911,0.005516087587308012,0.9419810746557271,0.004623739850009,1.1242554399300206,stampfly_udp_20260627T165713.jsonl,20260627,165713
9.127538,10.287516,1.1599780000000006,59,3,0.3254075484760737,4.034305084745763,0.6739745762711865,0.7302542372881357,0.747120338983051,0.5284322033898304,0.6699453389830509,0.08607459866058391,1.218346058625283,0.006085954897596816,1.0218799229269888,0.0051017936918952055,1.219777714057322,stampfly_udp_20260629T145526.jsonl,20260629,145526
17.427516,18.73004,1.3025239999999982,66,3,0.2817752609650294,4.00630303030303,0.6586909090909091,0.7447181818181817,0.7204484848484848,0.5682939393939395,0.6730378787878788,0.06812297664664435,1.2101155696335346,0.007274793578157836,1.0149721159368985,0.0060981876596183275,1.210839927425102,stampfly_udp_20260629T145526.jsonl,20260629,145526
26.447514,27.907542,1.4600279999999977,74,3,0.24539122951997294,3.976,0.674958108108108,0.7593513513513515,0.7389810810810812,0.5558378378378378,0.6822820945945945,0.07936661176221492,1.2240540377625628,0.009765716907300173,1.0266613206506865,0.008187074628225106,1.2240467838647837,stampfly_udp_20260629T145526.jsonl,20260629,145526
29.527516,31.887518,2.3600020000000015,119,3,0.18242260287789738,3.9631596638655457,0.6686369747899159,0.7546159663865546,0.7373134453781514,0.5772991596638656,0.6844663865546218,0.06973012256759217,1.222144907920378,0.008665614299053104,1.0250564645904958,0.007265145156489275,1.222566323498734,stampfly_udp_20260629T145526.jsonl,20260629,145526
39.630016,43.507516,3.877500000000005,193,3,0.13244688036065028,3.931772020725388,0.684937823834197,0.7499062176165803,0.7596259067357513,0.572661139896373,0.6917827720207254,0.07452825372223132,1.22886791203349,0.008092827591416298,1.0306955984429513,0.006786942271699503,1.2287873101048175,stampfly_udp_20260629T145526.jsonl,20260629,145526
48.100036,49.42004,1.3200039999999973,66,3,0.1773361719467423,3.911999999999999,0.6914893939393939,0.7552636363636365,0.7603348484848486,0.5636015151515151,0.6926723484848486,0.07930410238977718,1.221654269611516,0.00920025793589447,1.0246489451741523,0.007713492160170938,1.2212124707217322,stampfly_udp_20260629T145526.jsonl,20260629,145526
108.292543,109.55501,1.262467000000001,64,3,0.0951343271881342,3.736,0.702453125,0.797815625,0.772840625,0.636715625,0.7274562499999999,0.06298650734420738,1.2246399792852403,0.010278618434619009,1.0271449264083687,0.008616165926376122,1.2246369706932183,stampfly_udp_20260629T145526.jsonl,20260629,145526
149.122693,150.927513,1.8048200000000065,91,3,0.1314181442280392,3.6334945054945056,0.7691703296703297,0.8221263736263736,0.8180021978021979,0.6410120879120881,0.7625777472527473,0.07321130427665538,1.2651356208421274,0.010737573192251857,1.0610958724873434,0.009002473064620061,1.2652415868600804,stampfly_udp_20260629T145526.jsonl,20260629,145526
169.557516,171.257539,1.7000230000000158,86,3,0.06483166158026041,3.6000000000000023,0.7586162790697676,0.8057453488372093,0.8235662790697673,0.6079058139534883,0.7489584302325581,0.08482364033107177,1.2123428482662104,0.006843380336337573,1.0168446070428308,0.005735551623634259,1.2123438743415056,stampfly_udp_20260629T145526.jsonl,20260629,145526
174.775016,178.362694,3.587678000000011,180,3,0.06986688661078612,3.587777777777778,0.7449033333333334,0.8357505555555554,0.8043138888888889,0.6440927777777777,0.7572651388888889,0.07303140259840256,1.2254696542994803,0.009896493938172978,1.027844031619571,0.008295476430700336,1.2252349630557275,stampfly_udp_20260629T145526.jsonl,20260629,145526
20.674998,23.814998,3.1400000000000006,158,2,0.4642311904249312,4.012556962025316,0.5969898734177215,0.6212550632911391,0.617086075949367,0.6483316455696203,0.6209156645569619,0.018295220939695957,1.0637832155408822,0.007319368573696315,0.8923129742149355,0.006135666413087745,1.0633306231546304,stampfly_udp_20260717T211648.jsonl,20260717,211648
27.7,28.82,1.120000000000001,57,2,0.5399000205491719,3.992,0.5250842105263158,0.6696807017543859,0.5419578947368421,0.7336035087719299,0.6175815789473684,0.08724980168440145,1.0486714553891319,0.0036651815019953754,0.879654019374585,0.0030783626375823162,1.0486686107176717,stampfly_udp_20260717T211648.jsonl,20260717,211648
28.940014,30.83752,1.897506,95,2,0.4686188838983837,4.0021894736842105,0.650277894736842,0.5622273684210526,0.669878947368421,0.5887526315789474,0.6177842105263157,0.043872247495164815,1.052524197147998,0.005762005572573216,0.8828799353704151,0.0048474463893499915,1.052170168239903,stampfly_udp_20260717T223206.jsonl,20260717,223206
40.015038,41.3552,1.3401620000000065,68,2,0.5434534015024409,3.968000000000001,0.6278470588235293,0.5802544117647058,0.6842602941176471,0.6221602941176471,0.6286305147058824,0.03700472014066903,1.062383134229475,0.005140073579988495,0.8911313714645459,0.004307851850795335,1.0623975779972867,stampfly_udp_20260717T223206.jsonl,20260717,223206
57.857516,59.200016,1.3425000000000011,68,2,0.44627135334646,3.907647058823529,0.6467588235294117,0.5987338235294118,0.6941808823529412,0.638575,0.6445621323529411,0.03392243154287336,1.0781617605382627,0.00296642643162971,0.9043533715222906,0.0024875826551783954,1.078702499797009,stampfly_udp_20260717T223206.jsonl,20260717,223206
35.082511,37.240008,2.1574970000000064,108,2,0.5006532544891039,4.001481481481481,0.6268444444444443,0.5945074074074074,0.6556777777777777,0.6141388888888889,0.6227921296296296,0.02220805707388466,1.062602985093479,0.0035271185289736536,0.8913197791274579,0.002954770589371391,1.0631511220397334,stampfly_udp_20260717T224508.jsonl,20260717,224508
52.807541,54.217496,1.4099549999999965,71,2,0.4924883632592752,3.944000000000001,0.623461971830986,0.6225591549295775,0.6612338028169014,0.6389394366197183,0.6365485915492959,0.015668756715721332,1.071774166878898,0.0057141109851638824,0.8989978952195818,0.004789960069414557,1.071765602775496,stampfly_udp_20260717T224508.jsonl,20260717,224508
57.08001,58.76751,1.6875,85,2,0.513931533168344,3.929882352941176,0.66084,0.6069329411764706,0.6790670588235295,0.6078399999999999,0.63867,0.031941982814001506,1.0730602603533466,0.004528071935217448,0.9000800588050224,0.003794035619120118,1.0725144921897969,stampfly_udp_20260717T224508.jsonl,20260717,224508
21.352518,22.692508,1.3399900000000002,68,3,0.299383765196099,4.0145882352941165,0.48389411764705886,0.6925779411764706,0.5102911764705882,0.753289705882353,0.6100132352941178,0.11532085515393249,1.0488679241677001,0.008165226681580305,0.8798425412982808,0.006841278072988269,1.0494930612161986,stampfly_udp_20260717T224906.jsonl,20260717,224906
41.287518,44.157518,2.8700000000000045,144,3,0.28453660094075733,3.9444999999999997,0.5769743055555556,0.6475791666666667,0.5813381944444445,0.696045138888889,0.6254842013888889,0.049419412467179624,1.0452272252254384,0.0038378469206570977,0.8767560354311139,0.003215120430756805,1.0449737108432995,stampfly_udp_20260717T224906.jsonl,20260717,224906
44.842521,45.967515,1.124994000000001,57,3,0.37417830396116825,3.936,0.5160421052631579,0.6900771929824561,0.5479561403508773,0.7448649122807017,0.6247350877192982,0.09540693982041981,1.0506081312511744,0.011245229200915693,0.8812904074621987,0.009441181642659249,1.050602638622798,stampfly_udp_20260717T224906.jsonl,20260717,224906
54.262519,57.812518,3.5499989999999997,177,3,0.4485941859288404,3.900926553672316,0.6668751412429379,0.5805367231638418,0.6833022598870057,0.6045920903954802,0.6338265536723163,0.04252797468890898,1.0484519111585955,0.010148061757281609,0.8794575888516724,0.008506405581038158,1.0487973546938982,stampfly_udp_20260717T224906.jsonl,20260717,224906
10.762522,13.155019,2.3924969999999988,118,3,0.3889580957465253,4.0743728813559335,0.5573330508474578,0.6118805084745764,0.5715449152542373,0.6475296610169491,0.5970720338983051,0.035341489831018966,1.018232041256362,0.007759464517401858,0.8541229070898795,0.006500845630966293,1.0181934118536464,stampfly_udp_20260717T231940.jsonl,20260717,231940
22.580021,24.205021,1.625,82,3,0.38197967337398997,4.031999999999999,0.5772048780487805,0.5848585365853659,0.6091146341463415,0.6234182926829268,0.5986490853658536,0.01852751066331873,1.0047380548426215,0.005727433469107142,0.8428118983126773,0.004802322447949274,1.0047330393541456,stampfly_udp_20260717T231940.jsonl,20260717,231940
34.217542,36.110019,1.8924769999999995,95,3,0.39901339694073323,3.989305263157894,0.5482757894736842,0.6729905263157896,0.5498399999999999,0.6939736842105264,0.61627,0.06762255210084565,1.041670870154212,0.0038714106064863052,0.8737807885077505,0.0032499081299160537,1.0418163498498083,stampfly_udp_20260717T231940.jsonl,20260717,231940
9.725195,11.87752,2.152325000000001,108,3,0.3616903363554566,4.078444444444444,0.5760666666666667,0.614236111111111,0.5825074074074075,0.6330009259259258,0.6014527777777778,0.02324909115699359,1.03581931957572,0.006958582568417241,0.8688715076408674,0.0058301036315162764,1.0354789433271891,stampfly_udp_20260718T022929.jsonl,20260718,022929
12.46002,16.47502,4.015000000000001,200,3,0.3933775885403156,4.064039999999999,0.57053,0.616233,0.585124,0.6401195,0.603001625,0.027050054688888978,1.0323708328989434,0.008353242268582084,0.8659770152053322,0.006997114280660672,1.0322476984384976,stampfly_udp_20260718T022929.jsonl,20260718,022929
17.397524,21.277545,3.8800209999999993,194,3,0.4817923121538359,4.044412371134021,0.6140010309278351,0.5945690721649485,0.6001494845360825,0.6036087628865979,0.603082087628866,0.007081177564182142,1.0233891638100465,0.005877298664224467,0.8584469784223119,0.004929081405166162,1.0236030109142722,stampfly_udp_20260718T022929.jsonl,20260718,022929
23.642526,26.800018,3.1574920000000013,158,3,0.4670331253658367,4.0252151898734185,0.5527088607594937,0.6603905063291139,0.5551221518987343,0.6878398734177215,0.6140153481012659,0.0608843366310145,1.050668191544727,0.010365041593520658,0.8813218876297346,0.008692113756357468,1.0507123763453894,stampfly_udp_20260718T022929.jsonl,20260718,022929
29.147522,30.99002,1.8424980000000026,93,3,0.5783618239946263,4.009376344086021,0.5608043010752688,0.6690903225806453,0.5372129032258064,0.6788462365591397,0.611488440860215,0.06312841463194861,1.0357279280139151,0.004835925578246316,0.8687967531734095,0.0040548858842842,1.0354994403836837,stampfly_udp_20260718T022929.jsonl,20260718,022929
31.650018,44.807544,13.157526,652,3,0.5107272133413999,3.9806012269938646,0.6110607361963191,0.6292691717791411,0.6014023006134969,0.6390599693251534,0.6201980444785277,0.014788745294206493,1.0436157170607636,0.009022805843554494,0.8753990357531737,0.007562813835019937,1.0438112566225894,stampfly_udp_20260718T022929.jsonl,20260718,022929
45.70502,51.287522,5.582502000000005,277,3,0.5170310290281523,3.9479566787003604,0.5860357400722023,0.6671191335740072,0.5755422382671481,0.681615523465704,0.6275781588447654,0.047215026859967923,1.0537185763547887,0.011597851642427347,0.8838758944097833,0.009727801325807067,1.0540526616325105,stampfly_udp_20260718T022929.jsonl,20260718,022929
52.867524,58.127516,5.259991999999997,263,3,0.5170758179612033,3.9253231939163484,0.6053372623574145,0.6554574144486692,0.6054121673003802,0.672596958174905,0.6347009505703421,0.02994577263988263,1.061318817902362,0.00928187474342717,0.8902415149206263,0.0077773692029413175,1.0615506705408766,stampfly_udp_20260718T022929.jsonl,20260718,022929
