date,n_files,hover_duration_s,implied_corr_old_mean,implied_corr_new_mean,voltage_mean
20260614,1,1.6241109999999992,1.130740201119925,0.9484579843194504,3.8798961038961033
20260620,1,1.9625199999999996,0.9949955530300147,0.834738650315044,3.967191919191919
20260621,5,22.300019999999996,1.0667363078350083,0.8947898144242863,3.804484803127982
20260622,6,90.467338,1.0245594649370526,0.8594321390101284,3.9502307416618954
20260624,1,35.415024,1.0920529638491048,0.9159963384649403,3.6189652257521736
20260627,2,85.27593300000001,1.1093744193481414,0.9305276967667668,3.7469541403551885
20260629,1,19.835024000000033,1.2252770858279824,1.027684380528029,3.8380812082912015
20260717,5,28.890077000000016,1.0519130580494571,0.8823625617057568,3.9801816697471346
20260718,2,59.434865,1.0540957224679723,0.884187479997608,3.9380566889855513
